source,	target,	weight
georgia	napoli,napoli,campania,italia,europe	2
alabama	napoli,napoli,campania,italia,europe	3
austria	metz,moselle,lorraine,france,europe	8
france	metz,moselle,lorraine,france,europe	8
metz,moselle,lorraine,france,europe	metz,moselle,lorraine,france,europe	28
pennsylvania	quebec	13
ohio	quebec	1
michigan	quebec	2
quebec	wisconsin	2
illinois	quebec	6
indiana	quebec	10
bolivia	california	13
bolivia	oregon	12
joy	kentucky	3
joy	texas	1
joy	massachusetts	2
joy	pennsylvania	1
california	utah	2
oregon	utah	1
eire	florida	16
eire	mississippi	27
france	lausanne,vaud,schweiz,europe	2
italia	lausanne,vaud,schweiz,europe	1
gaeta,latina,lazio,italia,europe	palermo,palermo,sicilia,italia,europe	2
gaeta,latina,lazio,italia,europe	switzerland	1
gaeta,latina,lazio,italia,europe	lausanne,vaud,schweiz,europe	1
palermo,palermo,sicilia,italia,europe	venezia,venezia,veneto,italia,europe	2
palermo,palermo,sicilia,italia,europe	switzerland	2
lausanne,vaud,schweiz,europe	palermo,palermo,sicilia,italia,europe	2
palermo,palermo,sicilia,italia,europe	sardegna	2
napoli,napoli,campania,italia,europe	switzerland	5
lausanne,vaud,schweiz,europe	napoli,napoli,campania,italia,europe	4
switzerland	venezia,venezia,veneto,italia,europe	2
lausanne,vaud,schweiz,europe	venezia,venezia,veneto,italia,europe	1
sicilia	switzerland	5
lausanne,vaud,schweiz,europe	sicilia	5
lausanne,vaud,schweiz,europe	switzerland	1
austria	lausanne,vaud,schweiz,europe	3
lausanne,vaud,schweiz,europe	sardegna	1
liberia,africa	pennsylvania	9
liberia,africa	louisiana	11
florida	liberia,africa	7
liberia,africa	tennessee	27
bharat	mississippi	46
bharat	texas	26
bharat	vermont	2
bruxelles,bruxelles,belgie,europe	scotland	4
california	iran	1
france	iowa	18
france	minnesota	37
iowa	nebraska	6
nevada	virginia	17
bharat	madrid,madrid,madrid,espana,europe	6
italia	madrid,madrid,madrid,espana,europe	10
madrid,madrid,madrid,espana,europe	produce	1
bharat	produce	1
algeria	bharat	3
algeria	california	4
chu,guangdong,zhonghua,asia	zhonghua,asia	2
nevada	utah	4
eire	island	1
drogheda,louth,leinster,eire,europe	europe,	1
benin	europe,	7
colorado	prussia	11
colorado	leipzig,leipzig,sachsen,deutschland,europe	1
colorado	saxony	1
,	leipzig,leipzig,sachsen,deutschland,europe	2
,	saxony	2
prussia	saxony	30
leipzig,leipzig,sachsen,deutschland,europe	saxony	1
europe,	munchen,oberbayern,bayern,deutschland,europe	6
munchen,oberbayern,bayern,deutschland,europe	zhonghua	1
france	munchen,oberbayern,bayern,deutschland,europe	3
algeria	napoli,napoli,campania,italia,europe	1
algeria	torino,torino,piemonte,italia,europe	3
algeria	munchen,oberbayern,bayern,deutschland,europe	1
algeria	austria	3
algeria	espana	1
algeria	rossiya	4
italia	munchen,oberbayern,bayern,deutschland,europe	2
gaeta,latina,lazio,italia,europe	munchen,oberbayern,bayern,deutschland,europe	4
munchen,oberbayern,bayern,deutschland,europe	napoli,napoli,campania,italia,europe	2
munchen,oberbayern,bayern,deutschland,europe	torino,torino,piemonte,italia,europe	1
austria	munchen,oberbayern,bayern,deutschland,europe	1
espana	munchen,oberbayern,bayern,deutschland,europe	1
munchen,oberbayern,bayern,deutschland,europe	rossiya	1
bharat	munchen,oberbayern,bayern,deutschland,europe	2
brasil	georgia	2
brasil	massachusetts	4
california	italia	6
austria	toscana	5
modena	modena	1
europe,	troy,canakkale,marmara,turkiye,asia	1
france	troy,canakkale,marmara,turkiye,asia	1
napoli,napoli,campania,italia,europe	vermont	1
napoli,napoli,campania,italia,europe	sverige	10
france	hampshire	5
georgia	quebec	22
france	peru	2
france	venezuela	14
peru	venezuela	1
ohio	oklahoma	6
iowa	oklahoma	6
africa,	oklahoma	3
,	oklahoma	9
europe,	oklahoma	17
africa,	vermont	18
africa,	maine	6
africa,	connecticut	9
adam	europe,	1
kentucky	sverige	20
germany	kentucky	10
germany	sverige	8
alabama	quebec	14
florida	quebec	4
louisiana	quebec	8
michigan	prussia	3
illinois	italia	37
gaeta,latina,lazio,italia,europe	pennsylvania	1
gaeta,latina,lazio,italia,europe	michigan	1
illinois	turkiye	11
pennsylvania	turkiye	10
michigan	turkiye	3
illinois	zhonghua	16
pennsylvania	zhonghua	30
michigan	zhonghua	8
bharat	illinois	11
bharat	michigan	3
,	montes,ourense,galicia,espana,europe	2
montes,ourense,galicia,espana,europe	virginia	5
montes,ourense,galicia,espana,europe	pennsylvania	1
,	military	4
scotland	switzerland	5
guangzhou,guangdong,zhonghua,asia	tennessee	1
,	guangzhou,guangdong,zhonghua,asia	1
italia	ohio	5
indiana	italia	7
iowa	italia	2
florida	italia	4
asia	virginia	9
asia	delaware	2
asia	maryland	7
asia	kentucky	9
asia	tennessee	19
asia	missouri	5
asia	pennsylvania	4
asia	ohio	4
asia	indiana	3
asia	illinois	3
asia	iowa	2
alabama	asia	5
asia	eire	6
asia	scotland	2
asia	florida	1
africa	delaware	10
africa	ohio	6
africa	indiana	9
africa	illinois	6
africa	iowa	2
africa	scotland	2
missouri	scotland	7
eire	ohio	6
ohio	scotland	4
eire	indiana	11
indiana	scotland	9
illinois	scotland	4
eire	iowa	2
iowa	scotland	2
florida	scotland	4
ellas,europe	ellas,europe	16
europe,	guernsey	1
guernsey	napoli,napoli,campania,italia,europe	1
europe,	turia,espana,europe	1
prussia	turia,espana,europe	1
gaeta,latina,lazio,italia,europe	turia,espana,europe	4
france	turia,espana,europe	1
sardegna	turia,espana,europe	1
napoli,napoli,campania,italia,europe	turia,espana,europe	2
nebraska	ohio	4
ohio	zhonghua	6
indiana	zhonghua	11
arkansas	zhonghua	9
mississippi	zhonghua	8
alabama	zhonghua	13
nebraska	zhonghua	1
,	nebraska	8
prussia	tirol	6
rossiya	tirol	1
germany	tirol	1
italia	tirol	1
army	maryland	1
army	pennsylvania	2
army	michigan	1
army	connecticut	1
army	kentucky	3
army	georgia	2
bharat	indiana	5
bharat	nicaragua	4
pyneton	pyneton	3
bharat	pyneton	3
africa	congo,africa	8
congo,africa	congo,africa	3
belgie	scotland	6
africa,	scotland	6
scotland	yankees	3
belgie	yankees	4
ohio	phillippi	1
phillippi	texas	2
wales	wales	2
canada	maryland	7
canada	louisiana	10
canada	texas	2
canada	mexico	13
louisiana	tarabulus,tarabulus,libiya,africa	1
indiana	tarabulus,tarabulus,libiya,africa	1
kentucky	tarabulus,tarabulus,libiya,africa	1
tarabulus,tarabulus,libiya,africa	tennessee	1
mexico	prussia	3
government	indiana	1
,	government	1
government	massachusetts	1
government	maryland	4
government	missouri	1
quebec	quebec	17
asia	turkiye	7
barcelona,barcelona,cataluna,espana,europe	espana	24
barcelona,barcelona,cataluna,espana,europe	madrid,madrid,madrid,espana,europe	10
danmark,europe	maryland	2
danmark,europe	ohio	1
danmark,europe	indiana	1
eire	lombardy	1
bharat	lombardy	1
bermuda	eva	1
,	arizona	17
florida	norway	2
florida	sverige	3
algeria	polska	6
algeria	illinois	1
portugal	sverige	4
prussia	sverige	56
iran	sverige	1
sverige	turkiye	7
portugal	turkiye	8
iran	prussia	1
stockholm,stockholm,sverige,europe	sverige	8
sverige	tennessee	9
missouri	sverige	18
europe,	stockholm,stockholm,sverige,europe	2
stockholm,stockholm,sverige,europe	tennessee	4
kentucky	stockholm,stockholm,sverige,europe	1
missouri	stockholm,stockholm,sverige,europe	1
magyarorszag	portugal	6
illinois	sverige,europe	2
africa,	congo,africa	1
africa,	bahamas	1
bahamas	congo,africa	1
phillippi	virginia	8
maine	phillippi	2
pennsylvania	phillippi	2
massachusetts	phillippi	1
missouri	phillippi	1
alps	missouri	6
alps	tennessee	3
alps	europe	1
california	nicaragua	6
california	ecuador	1
nicaragua	texas	5
bolivia	texas	5
ecuador	texas	1
arizona	oregon	4
arizona	france	19
arizona	nicaragua	2
arizona	bolivia	10
arizona	chile	6
arizona	ecuador	2
nicaragua	oregon	2
ecuador	oregon	2
bolivia	france	5
chile	nicaragua	3
ecuador	nicaragua	1
bolivia	chile	15
,	chile	10
chile	ecuador	3
arizona	indiana	12
canada	connecticut	3
canada	illinois	9
austria	tennessee	19
brest,finistere,bretagne,france,europe	france	84
barcelona,barcelona,cataluna,espana,europe	france	26
brest,finistere,bretagne,france,europe	italia	3
brest,finistere,bretagne,france,europe	virginia	3
brest,finistere,bretagne,france,europe	maryland	2
brest,finistere,bretagne,france,europe	espana	5
barcelona,barcelona,cataluna,espana,europe	brest,finistere,bretagne,france,europe	1
barcelona,barcelona,cataluna,espana,europe	italia	4
barcelona,barcelona,cataluna,espana,europe	virginia	1
barcelona,barcelona,cataluna,espana,europe	maryland	1
labrador	labrador	2
sumatera	zhonghua,asia	1
europe,	palinurus	1
,	canada	4
brasil	italia	2
brasil	sicilia	1
brasil	turkiye	6
brasil	istanbul,istanbul,marmara,turkiye,asia	1
brasil	zhonghua	2
brasil	zhonghua,asia	1
istanbul,istanbul,marmara,turkiye,asia	sicilia	1
sicilia	zhonghua	1
sicilia	zhonghua,asia	1
turkiye	zhonghua,asia	2
ellas,europe	texas	4
alabama	ellas,europe	1
germany	turkiye	3
germany	magyarorszag	5
lombardy	maryland	4
europe,	wales	14
kentucky	wales	4
missouri	wales	3
tennessee	wales	2
missouri	quincey	3
,	quincey	1
indiana	rossiya	34
ohio	rossiya	11
bharat	maine	1
germany	maine	1
pennsylvania	yankees	108
,	ontario	1
canada	france	53
canada	gaeta,latina,lazio,italia,europe	1
canada	italia	8
bharat	istanbul,istanbul,marmara,turkiye,asia	10
maryland	nicaragua	8
esplanade	esplanade	1
esplanade	virginia	2
california	trinidad	11
antigua	california	1
trinidad	trinidad	41
maine	trinidad	5
cuba	trinidad	4
antigua	trinidad	4
cuba	maine	1
antigua	maine	1
antigua	cuba	1
germany	illinois	4
cockletown	yankees	2
cockletown	itium	1
itium	yankees	1
espana	prima	1
espana	sotera	1
prima	sotera	1
cockletown	pennsylvania	1
cockletown	massachusetts	1
cockletown	missouri	1
cockletown	texas	1
espana	trinidad	9
michigan	yankees	18
balaklava,krym,ukrayina,europe	virginia	1
osterreich,europe	virginia	3
switzerland	virginia	8
maryland	switzerland	8
brasil	texas	3
brasil	california	3
,	gad	1
illinois	state	2
california	state	1
kentucky	state	4
celtic	europe,	3
europe,	gaelic	3
celtic	gaelic	1
ellas,europe	europe,	23
ellas	ellas,europe	13
cheyennes	kansas	1
hampshire	solferino,mantova,lombardia,italia,europe	1
maine	yankees	21
dan	louisiana	3
dan	oklahoma	2
arkansas	dan	2
georgia	madrid,madrid,madrid,espana,europe	6
louisiana	military	17
military	mississippi	12
africa	ara	1
alps	virginia	7
dan	scotland	2
africa	massachusetts	32
africa	maine	3
louisiana	sardegna	1
government	kentucky	1
government	minnesota	1
government	tennessee	1
france	government	1
osterreich,europe	solferino,mantova,lombardia,italia,europe	1
solferino,mantova,lombardia,italia,europe	tennessee	8
bharat	solferino,mantova,lombardia,italia,europe	2
florida	solferino,mantova,lombardia,italia,europe	3
osterreich,europe	tennessee	12
bharat	osterreich,europe	6
florida	osterreich,europe	1
europe,	onnard	11
france	onnard	8
arizona	eire	2
eire	honduras	1
bruxelles,bruxelles,belgie,europe	eire	3
honduras	missouri	11
bruxelles,bruxelles,belgie,europe	missouri	3
bruxelles,bruxelles,belgie,europe	tennessee	10
honduras	maryland	5
california	honduras	5
bruxelles,bruxelles,belgie,europe	california	1
arizona	maine	7
arizona	michigan	3
arizona	honduras	1
arizona	pennsylvania	21
arizona	bruxelles,bruxelles,belgie,europe	1
honduras	maine	1
bruxelles,bruxelles,belgie,europe	maine	4
honduras	michigan	3
honduras	pennsylvania	2
,	honduras	6
bruxelles,bruxelles,belgie,europe	honduras	1
,	bruxelles,bruxelles,belgie,europe	2
austria	missouri	13
missouri	sardegna	2
manasseh	missouri	2
arkansas	quebec	9
arkansas	austria	5
arkansas	sardegna	1
arkansas	manasseh	1
quebec	sardegna	3
quebec	rossiya	7
manasseh	quebec	3
massachusetts	prussia	20
manasseh	massachusetts	2
europe,	manasseh	2
france	manasseh	2
austria	manasseh	1
austria	indiana	7
manasseh	prussia	1
indiana	prussia	7
manasseh	sardegna	1
sardegna	tennessee	3
indiana	sardegna	2
georgia	sardegna	1
manasseh	rossiya	1
manasseh	tennessee	3
manasseh	virginia	1
indiana	manasseh	2
georgia	manasseh	1
connecticut	malta	2
belgie	bharat	7
france	mexico	133
ellas	mexico	1
mexico	napoli,napoli,campania,italia,europe	2
maryland	napoli,napoli,campania,italia,europe	18
kentucky	napoli,napoli,campania,italia,europe	2
connecticut	yankees	15
louisiana	shkoder,shkoder,shqiperia,europe	2
shkoder,shkoder,shqiperia,europe	shkoder,shkoder,shqiperia,europe	1
,	pilipinas	1
europe,	topic	1
maryland	venezia,venezia,veneto,italia,europe	4
missouri	venezia,venezia,veneto,italia,europe	11
kansas	venezia,venezia,veneto,italia,europe	3
arkansas	venezia,venezia,veneto,italia,europe	1
pennsylvania	venezia,venezia,veneto,italia,europe	2
connecticut	venezia,venezia,veneto,italia,europe	1
maine	venezia,venezia,veneto,italia,europe	1
illinois	venezia,venezia,veneto,italia,europe	2
indiana	venezia,venezia,veneto,italia,europe	4
ohio	venezia,venezia,veneto,italia,europe	1
minnesota	venezia,venezia,veneto,italia,europe	1
venezia,venezia,veneto,italia,europe	vermont	1
california	venezia,venezia,veneto,italia,europe	3
georgia	venezia,venezia,veneto,italia,europe	7
tennessee	venezia,venezia,veneto,italia,europe	5
asia	georgia	4
canada	espana	12
bharat	canada	5
canada	georgia	18
missouri	texan	24
missouri	newfoundland	14
louisiana	texan	3
louisiana	newfoundland	3
mississippi	texan	4
mississippi	newfoundland	2
tennessee	texan	18
newfoundland	tennessee	6
,	texan	14
,	newfoundland	3
indiana	newfoundland	1
newfoundland	virginia	1
maryland	newfoundland	6
france	texan	6
connecticut	texan	3
massachusetts	texan	4
newfoundland	texan	1
pennsylvania	texan	6
oregon	texan	1
kansas	texan	5
nebraska	texan	1
oklahoma	texan	2
france	newfoundland	17
france	oklahoma	8
connecticut	newfoundland	2
massachusetts	newfoundland	1
newfoundland	oregon	1
kansas	newfoundland	2
nebraska	newfoundland	1
newfoundland	oklahoma	1
mammon	mammon	4
georgia	texan	9
donegal,donegal,ulster,eire,europe	missouri	2
,	donegal,donegal,ulster,eire,europe	1
donegal,donegal,ulster,eire,europe	virginia	1
donegal,donegal,ulster,eire,europe	massachusetts	1
donegal,donegal,ulster,eire,europe	texas	1
donegal,donegal,ulster,eire,europe	maine	3
donegal,donegal,ulster,eire,europe	maryland	1
ellas,europe	missouri	3
ellas,europe	mississippi	2
maryland	rio	1
europe,	parisian	6
galway,galway,connacht,eire,europe	parisian	1
parisian	rossiya	1
parisian	sverige	1
parisian	prussia	2
parisian	turkiye	1
italia	parisian	3
austria	parisian	1
galway,galway,connacht,eire,europe	rossiya	1
galway,galway,connacht,eire,europe	sverige	1
connecticut	nicaragua	2
massachusetts	nicaragua	3
nicaragua	vermont	1
maine	nicaragua	5
michigan	nicaragua	2
bharat	yankees	5
maine	texan	3
delaware	texan	1
europe,	texan	5
florida	texan	2
madrid,madrid,madrid,espana,europe	missouri	11
delaware	madrid,madrid,madrid,espana,europe	1
kentucky	madrid,madrid,madrid,espana,europe	19
madrid,madrid,madrid,espana,europe	maryland	20
madrid,madrid,madrid,espana,europe	tennessee	16
asia	parisian	1
istanbul,istanbul,marmara,turkiye,asia	parisian	1
ellas	parisian	1
maryland	trinidad	7
illinois	trinidad	1
delaware	espana	11
missouri	trinidad	19
delaware	trinidad	1
pennsylvania	trinidad	4
sverige,europe	sverige,europe	6
germany	pennsylvania	3
germany	tennessee	16
espana	maine	16
canada	maine	6
italia	texas	11
maine	osterreich,europe	3
,	liberia,africa	6
,	venezuela	2
massachusetts	venezuela	2
maryland	venezuela	8
delaware	venezuela	1
missouri	venezuela	5
illinois	venezuela	3
texas	venezuela	1
ellas	texas	19
eire	sligo,connacht,eire,europe	6
donegal,ulster,eire,europe	sligo,connacht,eire,europe	1
donegal,ulster,eire,europe	eire	3
polska	sverige	10
magyarorszag	sverige	2
alabama	honduras	2
honduras	lewinsville	1
honduras	ohio	3
hampshire	honduras	1
georgia	honduras	3
california	lewinsville	8
alabama	lewinsville	4
lewinsville	maryland	5
lewinsville	missouri	50
europe,	lewinsville	33
lewinsville	ohio	1
,	lewinsville	38
hampshire	lewinsville	10
lewinsville	virginia	19
georgia	lewinsville	5
lewinsville	tennessee	5
alps	gemmi	1
florida	trinidad	1
osterreich,europe	turkiye	4
georgia	piraus	1
georgia	istra,hrvatska,europe	1
georgia	toscana	2
italian	piraus	1
istra,hrvatska,europe	italian	1
italian	toscana	2
europe,	piraus	1
europe,	istra,hrvatska,europe	1
piraus	venezia,venezia,veneto,italia,europe	2
istra,hrvatska,europe	venezia,venezia,veneto,italia,europe	2
toscana	venezia,venezia,veneto,italia,europe	3
austria	piraus	1
istra,hrvatska,europe	piraus	1
piraus	toscana	1
istra,hrvatska,europe	toscana	1
italia	limerick,limerick,munster,eire,europe	1
europe,	limerick,limerick,munster,eire,europe	1
limerick,limerick,munster,eire,europe	sverige,europe	1
california	limerick,limerick,munster,eire,europe	1
australia	limerick,limerick,munster,eire,europe	1
bharat	limerick,limerick,munster,eire,europe	1
eire	limerick,limerick,munster,eire,europe	1
italia	sverige,europe	2
australia	italia	3
europe,	sverige,europe	4
australia	europe,	1
california	sverige,europe	1
australia	sverige,europe	1
bharat	sverige,europe	1
eire	sverige,europe	1
australia	eire	8
amazonian	magyarorszag	1
magyarorszag	normandie,france,europe	1
amazonian	normandie,france,europe	1
amazonian	europe,	1
africa,	germany	2
delaware	rossiya	18
congo,africa	europe,	2
europe,	gotland	1
congo,africa	france	4
france	gotland	2
africa	prussia	4
congo,africa	prussia	1
gotland	prussia	1
congo,africa	italia	1
gotland	italia	1
africa	austria	13
africa	magyarorszag	3
africa	venezia,venezia,veneto,italia,europe	6
africa	gotland	1
bharat	congo,africa	1
austria	congo,africa	7
congo,africa	magyarorszag	1
congo,africa	venezia,venezia,veneto,italia,europe	2
congo,africa	gotland	1
bharat	magyarorszag	12
bharat	gotland	1
austria	gotland	7
gotland	magyarorszag	1
gotland	venezia,venezia,veneto,italia,europe	2
,	belgie	3
,	nederland	1
belgie	maryland	14
nederland	virginia	8
connecticut	nederland	1
istanbul,istanbul,marmara,turkiye,asia	sverige	1
